stop_name,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
BARILE,5.034075420263517,4.0,33,2201,1153,795,164,40.943044,15.670959
BASTIA,3.6634710743801655,3.0,46,3025,1242,659,121,43.07133,12.547735
BATTIPAGLIA,3.9738787580088712,2.0,99,6087,1870,1228,625,40.605789,14.98324
BAVENO,3.4596834966088923,2.0,32,1327,416,230,100,45.909105,8.502121
BEAULARD,2.4426399447132,1.0,67,2894,519,253,84,45.046495,6.759713
BELGIOIOSO,3.0441176470588234,2.0,22,1836,605,314,94,45.16456,9.316875
BELLANTE RIPATTONE,3.5251076040172165,4.0,22,1394,847,325,31,42.705775,13.837978
BELLARIA,2.7321606372386325,1.0,54,3013,612,417,222,44.150249,12.461168
BELLAVISTA,-8.0,-8.0,1,1,0,0,0,40.517077,17.176892
BELLINZAGO,3.016472868217054,2.0,14,1032,266,83,23,45.566681,8.627652
BELLUNO,0.33580980683506684,0.0,71,2692,150,76,38,46.141594,12.209703
BELVEDERE MARITTIMO,4.514314414866901,3.0,33,1991,837,511,186,39.616549,15.853039
BERGAMO,2.7458346945442664,2.0,117,9183,2740,1507,482,45.690271,9.675082
BERNALDA,2.794561933534743,2.0,4,331,114,61,21,40.397616,16.682281
BESANA,2.4707018673535095,2.0,39,3106,951,448,71,45.702824,9.28288
BESNATE,2.973932584269663,2.0,32,2225,540,288,96,45.695409,8.761072
BEVILACQUA,2.7118320610687023,2.0,36,2096,633,257,53,45.230145,11.398643
BIAGIONI LAGACCI,2.1850746268656716,2.0,12,1005,137,24,10,44.086359,10.948257
BIANCO,3.8294573643410854,2.0,28,1548,575,367,140,38.089072,16.153348
BIELLA S.PAOLO,-0.03137978772496539,-1.0,46,2167,169,89,41,45.557334,8.067541
BINARIO S.MARCO VECCHIO,2.04724716907458,2.0,39,2561,608,280,103,43.790336,11.267403
BISTAGNO,3.215243472124206,3.0,23,1417,542,263,41,44.659256,8.372057
BISUSCHIO VIGGIU,3.347505858721125,2.0,66,2987,729,389,148,45.870658,8.887544
BITETTO PALO DEL COLLE,1.1239085239085238,1.0,37,2405,177,71,30,41.041481,16.74053
BIVIO D`AURISINA,2.1526138279932545,1.0,50,2372,428,185,49,45.754253,13.655777
BOGLIASCO,10.090909090909092,7.0,10,11,8,7,4,44.379207,9.066042
BOLGHERI,2.855747558226897,2.0,26,1331,421,236,73,43.244664,10.550548
BOLOGNA BORGO PANIGALE,3.3341342756183745,2.0,110,7075,2087,740,133,44.515024,11.284728
BOLOGNA C.LE,1.7108331652208997,0.0,434,24785,6022,3984,1984,44.50626,11.342267
BOLOGNA C.LE/AV,2.923631404636665,1.0,130,10266,3314,2291,1044,44.50626,11.342267
BOLOGNA CORTICELLA,3.6665638494756325,2.0,51,3242,1093,648,204,44.551985,11.35401
BOLOGNA MAZZINI,2.4544510770827928,2.0,85,3853,592,268,77,44.482284,11.376271
BOLOGNA S.RUFFILLO,1.4607032057911065,1.0,85,3868,440,214,64,44.462657,11.372967
BONASSOLA,15.363636363636363,14.0,11,11,10,8,7,44.184867,9.582673
BONFERRARO,1.5240562546262029,2.0,23,1351,361,210,58,45.185651,11.009247
BORETTO,0.7670830271858927,0.0,25,1361,116,72,28,,
BORGHETTO,11.444444444444445,11.0,11,27,26,25,15,45.696721,10.927083
BORGO A MOZZANO,4.480078701426463,4.0,33,2033,1043,526,99,43.977207,10.541285
BORGO REVEL,2.4543490005402484,2.0,29,1851,495,234,85,45.189827,8.02021
BORGO S.L.RIMORELLI,7.870639534883721,7.0,28,1376,1288,953,237,43.953279,11.400076
BORGO SAN DALMAZZO,0.9750312109862672,1.0,36,1602,110,54,17,44.326249,7.486111
BORGO VALSUGANA CENTRO,2.4960753532182105,2.0,17,1274,336,123,19,46.051182,11.453967
BORGO VERCELLI,1.0222222222222221,0.0,34,2025,219,120,39,45.359252,8.461474
BORGOCHIESANUOVA,3.1320754716981134,2.0,32,2544,713,414,153,,
BORGOLOMBARDO,0.8475997686524003,0.0,100,3458,546,298,74,45.403856,9.27111
BORGOMANERO,2.2979591836734694,1.0,19,1225,300,192,50,45.701054,8.468093
BORGONUOVO,3.057723020762035,3.0,63,4383,1606,645,83,,
BORGOSESIA,-0.5,-1.0,2,2,0,0,0,45.716798,8.28239
BOSCHI S.ANNA,3.8842659014825442,3.0,36,2091,903,467,65,45.217328,11.362302
BOTRICELLO,2.805639913232104,2.0,33,2305,659,411,167,38.933943,16.857433
BOVISO MASCIAGO - MOMBELLO,0.9274406332453826,1.0,28,1516,99,47,9,,
BOZZOLO,6.221691973969631,4.0,28,2305,1310,865,319,45.107246,10.472655
BRACCIANO,2.732484076433121,2.0,72,4082,1260,447,89,42.103667,12.173023
BRENNERO,0.5736561345917112,-1.0,37,2437,419,291,142,47.004117,11.505711
BRESSANA ARGINE,7.875,6.0,7,8,7,5,2,45.072739,9.137038
BRESSANONE,3.3009820912767185,1.0,78,5193,1486,1012,477,46.710088,11.649677
BRIATICO,3.6116322701688555,3.0,18,1066,430,214,36,38.725447,16.025765
BRINDISI,2.1139294926913155,0.0,136,6978,1651,1083,540,40.634339,17.938978
BROLO FICARRA,1.6024340770791075,1.0,30,1972,345,187,57,38.159204,14.830176
BRONI,4.618527508090615,3.0,32,2472,1098,687,217,45.066263,9.258751
BUCCINO S.,2.553956834532374,2.0,14,556,192,111,41,40.600806,15.374199
BUSA DI VIGONZA,6.454545454545454,2.0,10,11,5,4,2,,
BUSCHE LENTIAI MEL,0.09509946627850557,0.0,65,2061,158,62,18,46.040092,11.979251
BUSSETO,2.1907261592300964,1.0,18,1143,236,124,47,44.974692,10.038909
BUSTO ARSIZIO,2.3223082989284225,1.0,356,21557,4932,2742,794,45.616164,8.865031
BUTTAPIETRA,3.985576923076923,3.0,8,416,152,62,20,45.338787,10.988059
CABIATE,-0.04747103701610624,0.0,53,3539,2,0,0,,
CAGLIARI,0.7409248055315472,0.0,87,4628,393,224,141,39.216078,9.107984
CAGLIARI ELMAS,1.015169194865811,1.0,100,5142,286,141,51,39.264193,9.045497
CALATABIANO,3.678117048346056,2.0,26,1572,491,257,68,37.814684,15.226568
CALCERANICA,3.9209702660406887,3.0,17,1278,579,243,26,46.007384,11.240713
CALDONAZZO,2.435054773082942,2.0,17,1278,404,164,19,45.997575,11.264815
CALOLZIOCORTE OLGINATE,2.8619906934513675,2.0,120,8811,2561,1418,429,45.801619,9.42698
CALTAGIRONE,2.5869565217391304,-1.0,4,138,28,22,13,37.225276,14.521165
CALTIGNAGA,1.7579519006982156,1.0,20,1289,217,75,22,45.519167,8.591602
CALUSCO,5.739219712525667,5.0,40,3409,2248,1418,302,45.684113,9.470646
CALUSO,2.2675663099115866,2.0,36,2149,498,223,74,45.303194,7.902568
CAMPIGLIA MARITTIMA,2.747422680412371,1.0,88,5044,1357,888,351,43.017118,10.586558
CAMPOBELLO DI MAZARA,0.7135523613963038,-1.0,31,1948,251,161,79,37.636256,12.733165
CAMPOFRANCO,2.9921259842519685,2.0,29,2032,696,312,49,37.510105,13.686777
CAMPOMIGLIAIO,2.1202600216684724,2.0,14,923,199,95,21,43.937241,11.303593
CANCELLO,3.5964559001208216,3.0,122,7449,2752,1435,429,40.993063,14.418877
CANDELO,1.303030303030303,1.0,14,363,10,3,3,45.547433,8.100103
CANDIA CANAVESE,2.924757281553398,2.0,34,2060,572,270,95,45.329824,7.891819
CANEGRATE,5.851197982345523,5.0,88,5551,3711,2131,515,45.569235,8.926593
CANETRA,7.505509641873278,6.0,14,726,643,427,116,42.391578,13.029159
CANTU`- CERMENATE,6.090909090909091,6.0,39,77,58,40,8,45.716236,9.099284
CANZO,0.009821428571428571,0.0,32,2240,0,0,0,,
CAPALBIO,1.8851913477537439,0.0,27,1803,376,220,84,42.407974,11.370982
CAPANNELLE,2.1199000832639467,1.0,151,8407,1819,780,181,41.830713,12.568884
CAPODACQUA PIEVE FANONICA,7.444444444444445,-2.0,2,9,3,2,2,43.026769,12.7541
CAPRALBA,5.870491240123669,4.0,43,2911,1534,998,356,45.443871,9.640015
CAPUA,2.7259557344064387,1.0,47,2485,713,410,136,41.101306,14.210347
CARATE-CALO`,3.0387523629489603,2.0,40,3174,1008,472,71,45.676451,9.252304
CARBONA,2.707953063885267,2.0,10,767,187,45,3,44.246876,11.09618
CARINI,0.7227230910763569,1.0,104,5435,163,47,15,38.147696,13.186624
CARMIGNANO DI BRENTA,1.0,1.0,1,1,0,0,0,45.621354,11.714891
CARNATE USMATE,2.2405449591280653,1.0,130,9175,2358,1405,468,45.653072,9.375089
CARNIA,-0.9760330578512396,-2.0,28,1210,48,29,8,46.373634,13.132847
CARPIGNANO SESIA,2.9549597855227883,2.0,44,1865,493,178,36,45.528934,8.422898
CARUGO - GIUSSANO,0.00404228855721393,0.0,48,3216,0,0,0,,
CASALE MONFERRATO,-1.4154019111860596,-3.0,28,1779,152,90,28,45.133928,8.460292
CASALECCHIO GARIBALDI,1.1733181299885975,1.0,109,7016,975,362,89,44.482995,11.272474
CASALETTO VAPRIO,4.716295025728988,3.0,43,2915,1285,810,275,45.408641,9.631746
CASALGRANDE,1.56,1.0,16,775,120,65,28,,
CASANOVA KAISERAU,1.7094520044133872,1.0,35,2719,380,141,40,,
CASCINA,2.71395881006865,2.0,57,3496,1022,524,119,43.674542,10.545225
CASERTA,2.7286287418989814,1.0,171,9721,2916,1856,854,41.068655,14.328457
CASLETTO-ROGENO,2.5728328865058088,2.0,15,1119,250,112,19,45.786028,9.275375
CASORATE SEMPIONE,5.036920659858602,4.0,42,2546,1282,808,203,45.675075,8.743954
CASORIA,1.6388496824276642,1.0,87,5668,968,535,193,40.907762,14.29874
CASSINE,4.314024390243903,4.0,21,1312,744,367,51,44.751513,8.533613
CASTEGGIO,7.857142857142857,9.0,3,7,5,5,2,45.017365,9.124595
CASTEL LAGOPESOLE,2.238555228895422,1.0,35,2381,538,263,72,40.787682,15.758093
CASTEL MADAMA,2.344741754822651,1.0,23,1607,322,153,51,41.988389,12.864938
CASTEL S.ANGELO,3.4078651685393258,3.0,31,1780,633,274,73,42.379666,13.017612
CASTEL S.PIETRO TERME,4.069672727272727,3.0,103,6875,2804,1785,542,44.407376,11.597681
CASTELLAMMARE DEL GOLFO,3.987012987012987,2.0,16,847,295,158,58,38.024309,12.912209
CASTELLANETA,1.8514401212733704,1.0,30,1979,175,82,29,,
CASTELLEONE,4.77885256837892,3.0,44,2998,1303,826,333,45.301826,9.76779
CASTELMAGGIORE,2.914100985221675,1.0,51,3248,908,560,185,44.576055,11.366901
CASTELNUOVO DI GARFAGNANA,2.556422018348624,2.0,35,2180,636,302,42,44.116351,10.409054
CASTELPLANIO CUPRAMONTANA,1.573308957952468,0.0,43,2735,479,271,100,43.481403,13.084733
CASTELROSSO,1.9934994582881906,1.0,29,1846,294,106,27,45.201802,7.932162
CASTIGLION DEL LAGO,3.663016601907453,3.0,41,2831,1093,543,199,43.123195,12.032077
CASTIGLIONE COSENTINO,1.3229261622607111,1.0,67,4388,442,287,109,39.35542,16.244388
CASTIONE ANDEVENNO,2.8181818181818183,1.0,1,88,12,7,6,46.161659,9.806151
CASTIONE DEI MARCHESI,2.6536082474226803,2.0,15,970,226,103,33,44.915157,10.044449
CASTRO-POFI,2.0490336435218324,1.0,59,2794,331,178,69,41.533014,13.410741
CASTRONNO,3.2721861471861473,2.0,110,5544,1495,837,318,45.74524,8.810302
CATANIA AER. FONTANAROSSA,14.205882352941176,7.0,20,34,29,22,15,,
