stop_name,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay
SASSO MARCONI,2.006505159264244,1.0,64,4458,769,245,63
SASSUOLO RADICI,4.198453608247423,3.0,8,388,169,88,29
SAVIGLIANO,2.1863334387851947,1.0,99,6322,1262,530,177
SAVONA,1.173846740373618,0.0,143,7869,1445,906,357
SCARLINO,2.0852641334569046,1.0,16,1079,259,166,56
SCICLI,2.6954887218045114,1.0,14,798,206,120,44
SCOPETI,4.65914585012087,4.0,43,2482,1379,804,137
SCURCOLA MARSICANA,1.4723926380368098,-1.0,6,326,50,33,14
SECUGNAGO,3.0203536870203536,1.0,44,2997,779,470,200
SEDICO BRIBANO,0.730460498521335,0.0,76,2367,129,59,24
SEGRATE,17.294117647058822,13.0,16,17,11,11,11
SELLA DI CORNO,0.7807539682539683,0.0,17,1008,116,60,26
SERIATE,2.2212168486739468,2.0,40,3205,610,283,84
SERMIDE,3.831236897274633,2.0,17,954,339,191,61
SERRADIFALCO,-1.6537216828478964,-2.0,5,309,8,5,5
SERRAMANNA NURAMINIS,0.8978473581213308,0.0,56,2555,219,125,55
SERRAVALLE SCRIVIA,10.222222222222221,9.0,9,9,7,6,3
SGURGOLA,2.3464299206649035,1.0,50,2647,584,347,77
SIBARI,1.7178019461934746,0.0,24,1747,448,281,150
SICIGNANO DEGLI ALBURNI,4.570713391739675,2.0,15,799,334,230,82
SIDERNO,3.5109961190168177,2.0,49,3092,1083,641,220
SIECI,5.361111111111111,5.0,69,216,129,85,16
SIGNA,9.55921052631579,7.0,53,152,117,94,41
SINALUNGA,2.6299694189602447,2.0,38,1962,618,249,58
SIPICCIANO S.NICOLA,1.1240601503759398,1.0,4,266,43,12,2
SIRACUSA,3.282429245283019,0.0,40,1696,428,305,206
SISTIANA,1.6738305941845766,1.0,50,2373,315,144,47
SOLAGNA,2.7149200710479575,3.0,15,1126,262,52,14
SOLAROLO,4.876918054195233,3.0,51,3063,1447,910,317
SOMMA LOMBARDO,4.047527047913447,3.0,57,2588,1063,687,178
SORI,8.8,8.0,15,20,16,15,5
SPADAFORA,11.6,9.0,10,15,15,13,6
SPIGNO,4.395627644569816,4.0,23,1418,812,424,58
SPINEA,1.413635460147088,1.0,70,5031,658,241,85
SPINETOLI COLLI,6.0,6.0,1,1,1,1,0
SPINETTA,2.175342465753425,2.0,24,1095,194,82,20
SQUILLACE,16.0,16.0,2,6,4,4,4
SQUINZANO,1.9844428364688858,1.0,65,2764,512,273,96
STAZIONE PER L`ALPAGO,2.307226107226107,2.0,35,2145,364,138,43
STRADELLA,3.8856076035302105,2.0,39,2946,1026,640,259
STRAMBINO,2.6281453867660765,2.0,36,2146,545,252,61
STRIGNO,3.3203194321206744,3.0,15,1127,427,164,17
SUZZARA,2.4660145472786557,1.0,52,3987,898,487,202
TALAMONA,4.686489607390301,3.0,21,1732,830,508,158
TAORMINA,2.870815652993871,1.0,82,4242,1128,717,358
TARANTO,0.6272530641672674,-2.0,43,2774,371,274,169
TARVISIO BOSCOVERDE,2.3706896551724137,-1.0,15,348,55,40,22
TAVAZZANO,-0.05834777585210861,-1.0,101,3462,428,229,66
TELESE CERRETO,4.541315345699831,2.0,33,1779,788,628,276
TERAMO,1.4759166067577283,1.0,22,1391,147,48,15
TERLANO-ANDRIANO,3.3967821107172074,3.0,50,3667,1560,611,40
TERME EUGANEE-ABANO-MONTEGR.,1.4023889511011571,0.0,82,5358,907,549,205
TERMINI IMERESE,-0.054848445085946725,-1.0,129,7621,787,491,263
TERNATE VARANO BORGHI,3.024579560155239,2.0,34,2319,634,379,125
TERNI,1.3265886816313626,0.0,72,3163,726,440,181
TEZZE DI GRIGNO,3.8543516873889874,3.0,15,1126,486,230,17
TIVOLI,1.4693585337915236,1.0,55,3492,635,293,100
TOMMASO NATALE,6.666666666666667,5.0,5,6,4,3,1
TOR SAPIENZA,0.3085666175541991,-1.0,74,4751,330,187,66
TORANO LATTARICO,1.2313851080864693,0.0,16,1249,167,85,58
TORINO LINGOTTO,0.9493324827994715,0.0,327,21947,3120,1425,397
TORINO PORTA SUSA,1.3707840938497369,0.0,359,23186,3629,1885,704
TORINO REBAUDENGO FOSSATA,1.4848684692606433,1.0,200,13647,1937,797,136
TORRAZZA P.,2.4446942446043165,1.0,38,2224,611,313,80
TORRE ANNUNZIATA CENTRALE,2.2445551864156514,1.0,85,5418,1142,548,182
TORRE ANNUNZIATA CITTA',0.0,0.0,1,1,0,0,0
TORRE DEL LAGO PUCCINI,3.2528951486697966,2.0,48,3195,1025,578,154
TORRE DE` PICENARDI,4.324159021406728,3.0,8,654,256,168,52
TORRE MELISSA,4.552727272727273,4.0,21,1375,711,428,83
TORRICOLA,1.7904890085240017,1.0,75,4458,877,448,112
TORRIONE,2.3168198162205353,2.0,70,2503,369,56,5
TORTONA,3.7264728385615915,2.0,94,5228,1881,1193,416
TORTORETO LIDO,5.5,5.0,2,2,2,1,0
TRABIA,4.3,3.0,8,10,3,2,1
TRADATE,0.0019230769230769232,0.0,78,4680,0,0,0
TRAPANI,-0.12433011789924973,-2.0,15,933,91,74,53
TRAPPETO,3.458515283842795,2.0,13,687,188,102,47
TRE CROCI,2.5752032520325203,2.0,20,984,200,100,26
TREBISACCE,8.522988505747126,6.0,4,348,235,175,78
TRECATE,2.426851697040629,1.0,107,5981,1243,627,193
TRECELLA,5.4,4.0,4,5,4,1,1
TREMESTIERI,11.666666666666666,9.0,3,3,3,3,1
TRENTO S.BARTOLAMEO,2.1932443047918304,2.0,17,1273,188,66,18
TREPUZZI,4.333333333333333,2.0,3,3,1,1,0
TRESENDA-APRICA-TEGLIO,2.5013357079252003,1.0,50,2246,428,301,170
TREVIGLIO OVEST,1.391878572836586,1.0,70,5073,741,335,100
TRICESIMO - SAN PELAGIO,13.5,5.0,2,2,2,1,1
TRIESTE AIRPORT,1.2641826116146357,0.0,85,5958,766,400,163
TRIESTE CENTRALE,1.4799690342558545,0.0,85,5167,758,419,226
TRINO VERCELLESE,3.0340172786177106,2.0,29,1852,591,305,74
TRIUGGIO-PONTE ALBIATE,1.5603910438347524,1.0,40,3171,657,329,61
TROFARELLO,1.473811364514882,1.0,158,10348,1570,638,126
TRONZANO,1.5346778160354155,0.0,34,2033,375,179,64
UDINE,0.5532869296210363,0.0,115,6465,811,433,192
UGOVIZZA VALBRUNA,0.3008,-1.0,19,625,48,20,6
URBISAGLIA SFORZACOSTA,17.5,0.0,2,2,1,1,1
VAIO OSPEDALE,0.5,0.0,2,2,0,0,0
VALDAORA - ANTERSELVA,-0.2876712328767123,-1.0,11,657,13,10,4
VALENZA,3.103525121555916,2.0,80,4936,1763,1017,244
VALLE DI MADDALONI,5.363412633305988,4.0,24,1219,619,479,220
VALLE DI MERCATO S.SEVERINO,4.5,3.0,2,2,1,1,0
VALLEDOLMO,0.0,0.0,1,1,0,0,0
VALMADONNA,3.3647327249022165,2.0,51,3068,927,468,140
VALMONTONE,3.1333692335307846,2.0,101,5571,1291,548,140
VANDOIES,0.8871951219512195,1.0,10,656,44,15,2
VANZAGO POGLIANO,4.556175854849965,4.0,91,5732,2872,1562,347
VAPRIO D`AGOGNA,4.575308641975309,3.0,6,405,189,97,34
VARALLO SESIA,-5.0,-5.0,1,1,0,0,0
VARANO,2.3213592233009708,1.0,56,3090,736,440,125
VARAZZE,2.1458445040214476,1.0,116,5595,960,568,196
VAREDO,0.21049723756906077,0.0,131,7240,116,50,9
VARENNA ESINO,3.9802513464991023,2.0,79,4456,1630,1060,422
VARESE CASBENO,0.0025491624180626364,0.0,44,2746,0,0,0
VELLO,0.004032258064516129,0.0,22,992,0,0,0
VENEGONO SUP. - CASTIGLIO,0.0005991611743559018,0.0,61,3338,0,0,0
VENEZIA MESTRE OSPEDALE,14.2,14.0,10,10,10,9,7
VENEZIA SANTA LUCIA,0.7736285858077504,0.0,312,19870,2301,1116,604
VENTIMIGLIA,1.969430485762144,0.0,46,2388,620,419,168
VERCEIA,0.02241112828438949,-1.0,35,2588,175,99,43
VERGATO,2.5166284403669725,2.0,48,3488,745,267,36
VERNANTE,0.5003123048094941,0.0,36,1601,84,39,16
VERNAZZA,9.793103448275861,8.0,33,58,54,46,20
VERNIO MONTEPIANO CANTAGALLO,2.3114439324116742,1.0,45,2604,510,264,73
VEROLANUOVA,2.4663479220301583,2.0,33,2719,737,343,119
VEROLENGO,2.531960996749729,2.0,29,1846,510,175,26
VERONA PORTA VESCOVO,2.412533131389625,2.0,96,5282,1475,851,318
VETRALLA,0.9667006455997281,1.0,57,2943,280,157,58
VIA LUNGA,0.687929717341482,0.0,46,2618,298,114,20
VIETRI SUL MARE,1.5555555555555556,2.0,8,9,3,2,1
VIGARANO PIEVE,3.073926073926074,1.0,18,1001,231,123,49
VIGEVANO,2.934549356223176,2.0,57,3728,1123,633,191
VIGNALE RIOTORTO,4.958333333333333,4.0,9,24,13,8,3
VIGNATE,5.125,3.0,8,8,3,3,2
VIGODARZERE,0.12496417311550588,0.0,56,3489,178,78,35
VIGONZA PIANIGA,9.285714285714286,8.0,6,7,4,4,3
VILLA BONELLI,2.6149989555044915,2.0,157,9574,2180,768,135
VILLA CASTELLI,14.75,0.0,2,20,8,7,6
VILLA CLAUDIA,2.0003063725490198,1.0,57,3264,446,190,68
VILLA DEL CONTE,0.6,1.0,5,5,0,0,0
VILLA RAVERIO,3.106771653543307,2.0,40,3175,1030,488,73
VILLA SAN SEBASTIANO,0.875,1.0,1,88,2,1,0
VILLA SELVA,-38.0,-38.0,1,1,0,0,0
VILLABASSA - BRAIES,-0.4596651445966514,0.0,11,657,20,12,7
VILLANOVA,0.5626229508196722,0.0,41,3050,333,142,23
VILLANOVA D`ARDENGHI,4.827040816326531,4.0,25,1960,1268,495,99
VILLASTELLONE,9.0,5.0,24,29,18,14,8
VILLAVERLA MONTECCHIO,4.098704268292683,4.0,36,2624,1430,398,60
VILLETTA MALAGNINO,3.3725190839694656,2.0,9,655,195,106,32
VILLETTA S. ROMANO,3.302383939774153,2.0,27,1594,570,272,22
VILPIANO-NALLES,3.8123219373219372,3.0,37,2808,1403,613,43
VISANO,5.725391216557294,4.0,24,1981,1019,790,302
VISONE,4.666666666666667,4.0,7,15,11,5,0
VITERBO PORTA ROMANA,0.11533242876526459,0.0,47,2211,139,88,44
VITTORIO VENETO,1.7832167832167831,1.0,35,2145,346,163,45
VOGHERA,3.7542865890998165,2.0,107,6532,2381,1529,531
ZAMBRA,0.6492183799147323,0.0,71,4222,505,272,80
